,DTSTART,DTEND,UID,CREATED,LAST-MODIFIED,LOCATION,SEQUENCE,STATUS,SUMMARY,TRANSP,YEAR_START,MONTH_START,DAY_START,CALDATE_START,TIME_START,YEAR_END,MONTH_END,DAY_END,CALDATE_END,TIME_END,TIME_DURATION
469,20180802T213000Z,20180803T010000Z,4ptmevnc79g8dtjmeiml47jmlr@google.com,20180730T031101Z,20180730T031115Z,Casa,1,CONFIRMED,PIBIC,OPAQUE,2018,08,02,2018-08-02,21:30,2018,08,03,2018-08-03,01:00,03:59:30
470,20180731T223000Z,20180801T003000Z,0pkj1m34bsbtstpl0t3f3nqctl@google.com,20180730T031226Z,20180730T031234Z,"Centro de Capoeira São Salomão\, R. Dr. Corrêa da Silva\, 267 - Vá",1,CONFIRMED,CEBB,OPAQUE,2018,07,31,2018-07-31,22:30,2018,08,01,2018-08-01,00:30,02:00:00
471,20180803T160000Z,20180803T210000Z,68i32r4pratahv2bvqf6r1vola@google.com,20180730T031350Z,20180730T031350Z,"Fundação Joaquim Nabuco\, Av. Dezessete de Agosto\, 2187 - Casa Fo",0,CONFIRMED,PIBIC,OPAQUE,2018,08,03,2018-08-03,16:00,2018,08,03,2018-08-03,21:00,05:00:00
472,20180801T144500Z,20180801T154500Z,2k3043s1rbjjq5febun6a8t6ba@google.com,20180730T031435Z,20180730T031440Z,"Universidade Federal de Pernambuco UFPE\, Av. Prof. Moraes Rego\, ",1,CONFIRMED,Almoçar RU,OPAQUE,2018,08,01,2018-08-01,14:45,2018,08,01,2018-08-01,15:45,01:00:00
473,20180803T144500Z,20180803T154500Z,5kfbrtcdc8p6tcoh2pkg5600au@google.com,20180730T031507Z,20180730T031507Z,"Universidade Federal de Pernambuco UFPE\, Av. Prof. Moraes Rego\, ",0,CONFIRMED,Almoçar RU,OPAQUE,2018,08,03,2018-08-03,14:45,2018,08,03,2018-08-03,15:45,01:00:00
474,20180803T110000Z,20180803T144000Z,5m52vgfh80jtg17jkga8nshv1c@google.com,20180730T031544Z,20180730T031544Z,"CCSA - Centro de Ciências Sociais Aplicadas - UFPE\, Cidade Univer",0,CONFIRMED,PIBIC,OPAQUE,2018,08,03,2018-08-03,11:00,2018,08,03,2018-08-03,14:40,03:00:40
475,20180801T220000Z,20180802T013000Z,7e53s9d23mlncujnungf6q19lk@google.com,20180730T031630Z,20180730T031630Z,Casa,0,CONFIRMED,Site Analytique e Aula R,OPAQUE,2018,08,01,2018-08-01,22:00,2018,08,02,2018-08-02,01:30,03:00:30
476,20180731T190000Z,20180731T203000Z,169q26ua5bmergkpp75dt5dv7q@google.com,20180730T030052Z,20180730T110252Z,"R. Jorge de Albuquerque\, 142 - Monteiro\, Recife - PE\, 52061-100",1,CONFIRMED,Aula R [Rodrigo Albuquerque],OPAQUE,2018,07,31,2018-07-31,19:00,2018,07,31,2018-07-31,20:30,01:00:30
477,20180802T173000Z,20180802T190000Z,27l7bpnca9196v383l9akrfo53@google.com,20180730T030247Z,20180730T110344Z,"R. Jorge de Albuquerque\, 142 - Monteiro\, Recife - PE\, 52061-100",2,CONFIRMED,Aula R [Rodrigo Albuquerque],OPAQUE,2018,08,02,2018-08-02,17:30,2018,08,02,2018-08-02,19:00,01:59:30
478,20180811T113000Z,20180811T143000Z,2h335sll53tab7r586fofapvrc@google.com,20180728T140636Z,20180808T142730Z,"Coffee Shop São Braz\, R. Pessoa de Melo\, 299 - Madalena\, Recife",1,CONFIRMED,Manhã de Trabalho Analytique,OPAQUE,2018,08,11,2018-08-11,11:30,2018,08,11,2018-08-11,14:30,03:00:00
479,20180807T213000Z,20180807T233000Z,41kbg3mm5ho7lf7p8jqh0tukhh@google.com,20180811T190443Z,20180811T190444Z,Sala E122 CCEN,0,CONFIRMED,Gestão da Informação e do Conhecimento ,OPAQUE,2018,08,07,2018-08-07,21:30,2018,08,07,2018-08-07,23:30,02:00:00
480,20180816T160000Z,20180816T180000Z,705nf8h6neabej3fnl6rdr24ic@google.com,20180812T102056Z,20180812T102056Z,Sala E113 CCEN,0,CONFIRMED,Ciência de Dados [UFPE],OPAQUE,2018,08,16,2018-08-16,16:00,2018,08,16,2018-08-16,18:00,02:00:00
481,20180814T215000Z,20180814T233000Z,1einn9tvhnc76mgc33ss8ocq03@google.com,20180812T100926Z,20180812T102106Z,Sala E122 CCEN,0,CONFIRMED,Gestão da Informação e do Conhecimento,OPAQUE,2018,08,14,2018-08-14,21:50,2018,08,14,2018-08-14,23:30,01:59:40
482,20180816T200000Z,20180816T214000Z,118p6q7ohr4g2prhnt78j9tv19@google.com,20180812T101019Z,20180812T102113Z,Sala E122 CCEN,0,CONFIRMED,Gestão da Informação e do Conhecimento [UFPE],OPAQUE,2018,08,16,2018-08-16,20:00,2018,08,16,2018-08-16,21:40,01:00:40
483,20180814T180000Z,20180814T200000Z,1nt1iet0t2i1nsmct1h8fqbfhp@google.com,20180812T101738Z,20180812T102333Z,Sala E113 CCEN,0,CONFIRMED,Ciência de Dados [UFPE],OPAQUE,2018,08,14,2018-08-14,18:00,2018,08,14,2018-08-14,20:00,02:00:00
484,20180813T113000Z,20180813T133000Z,1sslnu14oa5bd1f8lurep3dcbb@google.com,20180812T104632Z,20180812T104632Z,,0,CONFIRMED,Curso de Dados Abertos,OPAQUE,2018,08,13,2018-08-13,11:30,2018,08,13,2018-08-13,13:30,02:00:00
485,20180813T140000Z,20180813T153000Z,5uvthfc07qc9n045n81slebkl5@google.com,20180812T104700Z,20180812T104700Z,,0,CONFIRMED,Consultoria Joelma,OPAQUE,2018,08,13,2018-08-13,14:00,2018,08,13,2018-08-13,15:30,01:00:30
486,20180813T170000Z,20180813T193000Z,64tn75s71p12oilr8okj8g8m23@google.com,20180812T104735Z,20180812T104735Z,,0,CONFIRMED,Consultoria Joelma,OPAQUE,2018,08,13,2018-08-13,17:00,2018,08,13,2018-08-13,19:30,02:00:30
487,20180813T200000Z,20180813T230000Z,7p7pli1ign5lv393k7meoeen9o@google.com,20180812T104822Z,20180812T104822Z,,0,CONFIRMED,Site Analytique,OPAQUE,2018,08,13,2018-08-13,20:00,2018,08,13,2018-08-13,23:00,03:00:00
488,20180818T120000Z,20180818T150000Z,3ag8eun1voflvm7uq2vouopiqc@google.com,20180816T215132Z,20180816T232624Z,,0,CONFIRMED,Manhã de Trabalho Analytique,OPAQUE,2018,08,18,2018-08-18,12:00,2018,08,18,2018-08-18,15:00,03:00:00
489,20180828T110000Z,20180828T120000Z,6thjecj268omabb170sj6b9kcdhj8bb16gq6abb169gm8cr66lhm2p31c8@google.com,20180823T170510Z,20180828T111615Z,"Coffee Shop São Braz\, R. Dr. João Asfora\, 26 - loja 1 - Ilha do ",0,CONFIRMED,Reunião com Cláudio - Diagnóstico,OPAQUE,2018,08,28,2018-08-28,11:00,2018,08,28,2018-08-28,12:00,01:00:00
490,20180829T100000Z,20180829T123000Z,6poa3kg16enqmjq5ae227dca0k@google.com,20180828T131239Z,20180828T131239Z,"Coffee Shop São Braz\, R. Dr. João Asfora\, 26 - loja 1 - Ilha do ",0,CONFIRMED,Trabalhar na aula de R,OPAQUE,2018,08,29,2018-08-29,10:00,2018,08,29,2018-08-29,12:30,02:00:30
491,20180831T113000Z,20180831T124000Z,6uhnp35e9t8i3lkplh9223ujnd@google.com,20180828T132907Z,20180828T132907Z,"Coffee Shop São Braz\, R. Dr. João Asfora\, 26 - loja 1 - Ilha do ",0,CONFIRMED,Reunião com Nicole,OPAQUE,2018,08,31,2018-08-31,11:30,2018,08,31,2018-08-31,12:40,01:00:10
492,20180830T102000Z,20180830T124500Z,7dd4vh0vf1q6shpok6cqkuvcb8@google.com,20180828T134004Z,20180828T134004Z,"Coffee Shop São Braz\, R. Dr. João Asfora\, 26 - loja 1 - Ilha do ",0,CONFIRMED,Ementas e pauta analytique,OPAQUE,2018,08,30,2018-08-30,10:20,2018,08,30,2018-08-30,12:45,02:00:25
493,20181017T193000Z,20181017T213000Z,2edeo0rp8bobo0n5p8kmestqk5@google.com,20180901T162707Z,20180901T162708Z,,0,CONFIRMED,[CURSO] Damas,OPAQUE,2018,10,17,2018-10-17,19:30,2018,10,17,2018-10-17,21:30,02:00:00
494,20181016T193000Z,20181016T213000Z,0pgpunosn8fvhnnbbkbgs6algh@google.com,20180901T162551Z,20180901T190342Z,,2,CONFIRMED,[CURSO] Damas,OPAQUE,2018,10,16,2018-10-16,19:30,2018,10,16,2018-10-16,21:30,02:00:00
495,20180918T120000Z,20180918T130000Z,4ohh8uouflhd3299knn4estdc5@google.com,20180904T132316Z,20180904T132316Z,"The Plaza Business Center\, R. Gen. Joaquim Inácio\, 830 - Ilha do",0,CONFIRMED,Your booking with muovebrasil.com,OPAQUE,2018,09,18,2018-09-18,12:00,2018,09,18,2018-09-18,13:00,01:00:00
496,20180918T120000Z,20180918T130000Z,npopqvjgfjmorsjkdckdaff6qk@google.com,20180904T132241Z,20180918T115656Z,,0,CONFIRMED,Conversa Cláudio & Ricardo,OPAQUE,2018,09,18,2018-09-18,12:00,2018,09,18,2018-09-18,13:00,01:00:00
497,20180925T170000Z,20180925T180000Z,cdim8dj3c5hmcb9k64q64b9kcks38b9p68q3ib9pcgo3acb46crj4c1o6s@google.com,20180920T195109Z,20180920T213034Z,"CFCH - Centro de Filosofia e Ciências Humanas - UFPE\, Recife - Ci",0,CONFIRMED,CP no Mercado,OPAQUE,2018,09,25,2018-09-25,17:00,2018,09,25,2018-09-25,18:00,01:00:00
498,20181020T200000Z,20181020T220000Z,7kukuqrfedlm2f9tlqc7bemvfppos44pusomacg6skads2ejcibearko1it9211qf9e0,20180928T192637Z,20180928T192648Z,"Terraço Falcão\, Rua Bulandy\, 620\, Recife\, al\, br\, meetup9",0,CONFIRMED,Cerveja com Dados Recife,TRANSPARENT,2018,10,20,2018-10-20,20:00,2018,10,20,2018-10-20,22:00,02:00:00
499,20181020T200000Z,20181020T220000Z,2jqostc1bnof8ir1eoq80k3nnl@google.com,20180928T193341Z,20180928T193341Z,"Terraço Falcão - Rua Bulandy\, 620 - Recife\, al\, br",0,CONFIRMED,Cerveja com Dados Recife,OPAQUE,2018,10,20,2018-10-20,20:00,2018,10,20,2018-10-20,22:00,02:00:00
500,20181025T220000Z,20181025T233000Z,2p2hf2n8dsrtk5cbgp62errbhn@google.com,20181022T174505Z,20181022T174505Z,"Paço Alfândega - Cais da Alfândega - Recife\, BR",0,CONFIRMED,Meetup de Outubro - Machine Learning na Prática,OPAQUE,2018,10,25,2018-10-25,22:00,2018,10,25,2018-10-25,23:30,01:00:30
501,20180730T193000,20180730T200000,162m32sc6b2vtslm99r6hcsuvi@google.com,20180724T160208Z,20181025T124813Z,,0,CONFIRMED,Reunião semanal,OPAQUE,2018,07,30,2018-07-30,19:30,2018,07,30,2018-07-30,20:00,00:59:30
502,20181015T193000,20181015T200000,162m32sc6b2vtslm99r6hcsuvi@google.com,20180724T160208Z,20181025T124813Z,,2,CONFIRMED,Reunião semanal,OPAQUE,2018,10,15,2018-10-15,19:30,2018,10,15,2018-10-15,20:00,00:59:30
503,20181027T113000Z,20181027T200000Z,0fv8chak4or6d483tas8dtoum1@google.com,20181025T124940Z,20181025T130232Z,"R. Renato de Medeiros\, 78 - Madalena\, Recife - PE\, 50610-150\, ",0,CONFIRMED,Reunião Analytique e Apresentação Workshop,OPAQUE,2018,10,27,2018-10-27,11:30,2018,10,27,2018-10-27,20:00,08:59:30
504,20181031T113000Z,20181031T130000Z,65j6ac1lcpgmab9jc5i3eb9kcgq3eb9o69hjcbb4c9i66e356crj2c9icc@google.com,20181029T100107Z,20181029T185848Z,"Center of Philosophy and Human Sciences\, Recife - Cidade Universi",0,CONFIRMED,Reunião OSAR,OPAQUE,2018,10,31,2018-10-31,11:30,2018,10,31,2018-10-31,13:00,01:59:30
505,20181031T170000Z,20181031T190000Z,61ij4e33cor6cb9h6csmcb9kclhj2b9o71h3cbb570q6cc1j6cq66eb260@google.com,20181029T094008Z,20181029T201858Z,"The Plaza Business Center\, R. Gen. Joaquim Inácio\, 830 - Ilha do",0,CONFIRMED,Capacitação Interna Introdução ao R e Rmarkdown,OPAQUE,2018,10,31,2018-10-31,17:00,2018,10,31,2018-10-31,19:00,02:00:00
506,20181107T122000Z,20181107T152000Z,7faqqqr4e5ij853smf7ll3bs0h@google.com,20181029T210410Z,20181029T210410Z,"Paço do Frevo\, R. da Guia\, s.n. - Recife\, PE\, 50030-360\, Bras",0,CONFIRMED,Criatividade e Gamificação para empresas,OPAQUE,2018,11,07,2018-11-07,12:20,2018,11,07,2018-11-07,15:20,03:00:00
507,20181107T213000Z,20181107T223000Z,56phg1n92fc4k4116s2b1sfj7b@google.com,20181029T210802Z,20181029T210802Z,"In Loco\, Av. Rio Branco\, 23 - Recife\, PE\, 50030-310\, Brasil",0,CONFIRMED,Debate,OPAQUE,2018,11,07,2018-11-07,21:30,2018,11,07,2018-11-07,22:30,01:00:00
508,20181107T224000Z,20181108T001000Z,35e8frr0f0kkjsj9jqbi493jjm@google.com,20181029T210939Z,20181029T210939Z,"In Loco\, Av. Rio Branco\, 23 - Recife\, PE\, 50030-310\, Brasil",0,CONFIRMED,As Habilidades do Futuro e do Presente,OPAQUE,2018,11,07,2018-11-07,22:40,2018,11,08,2018-11-08,00:10,01:59:30
509,20181108T200000Z,20181108T210000Z,3j40f0gq8t7v1rb93mbs8ac0ib@google.com,20181029T211920Z,20181029T211920Z, Espaço Sebrae ,0,CONFIRMED,Hacking Sales ,OPAQUE,2018,11,08,2018-11-08,20:00,2018,11,08,2018-11-08,21:00,01:00:00
510,20181109T222000Z,20181109T232000Z,0brs22mbt87o4668elnqc36v4g@google.com,20181030T140708Z,20181030T140708Z, Espaço Sebrae ,0,CONFIRMED,"Moedas Virtuais e suas vendas\, o que tem em comum?",OPAQUE,2018,11,09,2018-11-09,22:20,2018,11,09,2018-11-09,23:20,01:00:00
511,20181109T202000Z,20181109T212000Z,1asgripq3onk4b3ebbrq3m7ai4@google.com,20181030T140841Z,20181030T140841Z, Espaço Sebrae ,0,CONFIRMED,Blockchain!!! O que a minha empresa tem a ver com isso ?,OPAQUE,2018,11,09,2018-11-09,20:20,2018,11,09,2018-11-09,21:20,01:00:00
512,20181109T180000Z,20181109T190000Z,1ipbfaih2p144ehdsuu8a00e58@google.com,20181030T141210Z,20181030T141210Z, Espaço Sebrae ,0,CONFIRMED,"Análise de dados na prática\, o que impacta no seu negócio.",OPAQUE,2018,11,09,2018-11-09,18:00,2018,11,09,2018-11-09,19:00,01:00:00
513,20181109T160000Z,20181109T170000Z,7mqflfp3jc627g25mll48fdtvv@google.com,20181030T141346Z,20181030T141346Z, Paço do Frevo,0,CONFIRMED,Simples Day Palestra 03,OPAQUE,2018,11,09,2018-11-09,16:00,2018,11,09,2018-11-09,17:00,01:00:00
514,20181110T120000Z,20181110T160000Z,4mcsqo5jm8o107a81on5iemo5o@google.com,20181030T142942Z,20181030T142943Z,"Softex Recife\, R. da Guia\, 142 - Recife\, PE\, 50030-120\, Brasi",0,CONFIRMED,Oficina de QGis,OPAQUE,2018,11,10,2018-11-10,12:00,2018,11,10,2018-11-10,16:00,04:00:00
515,20181110T164000Z,20181110T174000Z,119leivqodjjgkuno50jgfnrd2@google.com,20181030T143034Z,20181030T143034Z, Espaço Sebrae ,0,CONFIRMED,Gerenciamento de Carreira,OPAQUE,2018,11,10,2018-11-10,16:40,2018,11,10,2018-11-10,17:40,01:00:00
516,20181110T194000Z,20181110T204000Z,45jag9orscek5bc44ct603cve4@google.com,20181030T143218Z,20181030T143218Z,"Jump Brasil\, R. do Apolo\, 235 - Recife\, PE\, 50030-220\, Brasil",0,CONFIRMED,Big Data e Narrativas na Construção de Políticas Públicas,OPAQUE,2018,11,10,2018-11-10,19:40,2018,11,10,2018-11-10,20:40,01:00:00
517,20181110T120000Z,20181110T200000Z,0j6lcpi7fph02v03srm9u63inh@google.com,20181031T084847Z,20181031T085218Z,"CESAR SCHOOL - Cais do Apolo\, 77 - Recife - Recife\, PE 50030390 ",0,CONFIRMED,"5ª Turma - Curso Formação em Designer Front-End - UX/UI\, HTML5 CSS",OPAQUE,2018,11,10,2018-11-10,12:00,2018,11,10,2018-11-10,20:00,08:00:00
518,20181112T113000Z,20181112T200000Z,6cpj6opg6dj64bb371im6b9k75hjeb9ocgrjeb9kc8sj6cpn6sr32dhmc8@google.com,20181031T085456Z,20181031T085457Z,Fundaj,0,CONFIRMED,Workshop Áreas Protegidas ,OPAQUE,2018,11,12,2018-11-12,11:30,2018,11,12,2018-11-12,20:00,08:59:30
519,20181113T113000Z,20181113T200000Z,ccq32dpncpj3abb3cgp36b9k6opjebb265im6b9i70sm2dhjc8oj6p1p60@google.com,20181031T085510Z,20181031T085510Z,Fundaj,0,CONFIRMED,Workshop Áreas Protegidas ,OPAQUE,2018,11,13,2018-11-13,11:30,2018,11,13,2018-11-13,20:00,08:59:30
520,20181105T120000Z,20181105T130000Z,7gcg852e0qs7eedecgm6tdjduu@google.com,20181101T151446Z,20181101T151508Z,"Secretaria Executiva de Juventude do Recife\, Av. Norte Miguel Arr",1,CONFIRMED,Reunião com SEJUV para apt Gov In Play,OPAQUE,2018,11,05,2018-11-05,12:00,2018,11,05,2018-11-05,13:00,01:00:00
521,20181108T163000Z,20181108T210000Z,2s3l3e9fatu6snighr503urp7j@google.com,20181103T113129Z,20181103T113129Z,,0,CONFIRMED,Gov In PLay,OPAQUE,2018,11,08,2018-11-08,16:30,2018,11,08,2018-11-08,21:00,04:59:30
522,20181107T163000Z,20181107T210000Z,33br3pul7e6ju52ok8d02qipak@google.com,20181106T120719Z,20181106T120719Z,,0,CONFIRMED,Gov In PLay,OPAQUE,2018,11,07,2018-11-07,16:30,2018,11,07,2018-11-07,21:00,04:59:30
523,20181108T130000Z,20181108T140000Z,5vum1hjff0otgfpo2roa6to0dh@google.com,20181029T211241Z,20181106T173534Z,"Secretaria de Ciência\, Tecnologia e Inovação do Estado de Pernamb",0,CONFIRMED,Técnicas de Visualização Interativa de Dados para Análise de Dados ,OPAQUE,2018,11,08,2018-11-08,13:00,2018,11,08,2018-11-08,14:00,01:00:00
524,20181109T114500Z,20181109T151500Z,3cclms98qmfhdpb8smrovcr9oe@google.com,20181106T174251Z,20181106T174251Z,A ponte  ,0,CONFIRMED,Open Innovation,OPAQUE,2018,11,09,2018-11-09,11:45,2018,11,09,2018-11-09,15:15,03:59:30
525,20181108T170000Z,20181108T190000Z,611td5sdol46fotp75vp0nqpdg@google.com,20181106T174859Z,20181106T174900Z,,0,CONFIRMED,Conexões Periféricas 2.0,OPAQUE,2018,11,08,2018-11-08,17:00,2018,11,08,2018-11-08,19:00,02:00:00
526,20181109T190000Z,20181110T010000Z,27v80aip046fqnvv3sv40025u7@google.com,20181030T141210Z,20181106T175037Z,In loco,0,CONFIRMED,Meetup de Inovação,OPAQUE,2018,11,09,2018-11-09,19:00,2018,11,10,2018-11-10,01:00,06:00:00
527,20181106T200000Z,20181106T213000Z,55bgn7stn8e5m9k3hvp7ja9v81@google.com,20181101T151802Z,20181107T004837Z,,2,CONFIRMED,Aula 5 Final Tereza - R,OPAQUE,2018,11,06,2018-11-06,20:00,2018,11,06,2018-11-06,21:30,01:00:30
528,20181108T144000Z,20181108T154000Z,cpi6co9lcoqjib9g68pjib9k68o6abb2c8qj0b9hcooj2o9n68q6aeb66g@google.com,20181108T015424Z,20181108T015424Z,"JUMP Brazil - Business Accelerator\, Recife - State of Pernambuco\",0,CONFIRMED,Fintechs ,OPAQUE,2018,11,08,2018-11-08,14:40,2018,11,08,2018-11-08,15:40,01:00:00
529,20181108T120000Z,20181108T122000Z,32e6g2dc2u12oab004tqbejo7r@google.com,20181029T211454Z,20181108T015632Z,"Softex Recife\, R. da Guia\, 142 - Recife\, PE\, 50030-120\, Brasi",0,CONFIRMED,O Futuro do Dinheiro,OPAQUE,2018,11,08,2018-11-08,12:00,2018,11,08,2018-11-08,12:20,00:00:20
530,20181108T122100Z,20181108T124100Z,c4r32ob26cr6cb9l6dij4b9k61hmabb16crj8b9j6cr6coph61h66p1pco@google.com,20181108T015546Z,20181108T015633Z,"Softex Recife\, R. da Guia\, 142 - Recife\, PE\, 50030-120\, Brazi",1,CONFIRMED,Blockchain,OPAQUE,2018,11,08,2018-11-08,12:21,2018,11,08,2018-11-08,12:41,00:00:20
531,20181112T113000Z,20181112T130000Z,333382cvv4nnq445ni2i45fml1@google.com,20181101T152316Z,20181109T202543Z,"CFCH - Centro de Filosofia e Ciências Humanas - UFPE\, Recife - Ci",0,CONFIRMED,Reunião Ordinária OSAR,OPAQUE,2018,11,12,2018-11-12,11:30,2018,11,12,2018-11-12,13:00,01:59:30
532,20181114T190000Z,20181114T210000Z,chhjie9l6pgm6bb56kp30b9k6krj0bb16pgm2b9o6gp34o9i6lij8e336o@google.com,20181112T172240Z,20181113T220312Z,"Amai café\, R. Amaro Gomes Poroca\, 154 - loja a - Várzea\, Recife",0,CONFIRMED,Reunião Estratégica Analytique ,OPAQUE,2018,11,14,2018-11-14,19:00,2018,11,14,2018-11-14,21:00,02:00:00
533,20181201T114500Z,20181201T194500Z,25f00175vm7q87230cu1l531f2@google.com,20181113T085141Z,20181119T154439Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",1,CONFIRMED,Front-End Cesar School,OPAQUE,2018,12,01,2018-12-01,11:45,2018,12,01,2018-12-01,19:45,08:00:00
534,20181222T114500Z,20181222T194500Z,3m637d38dinshaecsne0smda91@google.com,20181119T154545Z,20181119T154545Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Front-End Cesar School,OPAQUE,2018,12,22,2018-12-22,11:45,2018,12,22,2018-12-22,19:45,08:00:00
535,20190105T114500Z,20190105T194500Z,0o28ni6d47btkgt6dm5t23eqlv@google.com,20181119T154611Z,20181119T154611Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Front-End Cesar School,OPAQUE,2019,01,05,2019-01-05,11:45,2019,01,05,2019-01-05,19:45,08:00:00
536,20190112T114500Z,20190112T194500Z,6oqtmfmce1p64u9452d8oro0kg@google.com,20181119T154621Z,20181119T154621Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Front-End Cesar School,OPAQUE,2019,01,12,2019-01-12,11:45,2019,01,12,2019-01-12,19:45,08:00:00
537,20190126T114500Z,20190126T194500Z,5af4qun7kiht8u6jj8hme6djhi@google.com,20181119T154649Z,20181119T154706Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",1,CONFIRMED,Front-End Cesar School,OPAQUE,2019,01,26,2019-01-26,11:45,2019,01,26,2019-01-26,19:45,08:00:00
538,20181126T110000Z,20181126T150000Z,40inqoqbd5fknfghmkgtac6rr6@google.com,20181119T160401Z,20181119T160401Z,"Cine Fundaj-Derby\, R. Henrique Dias\, 609 - Derby\, Recife - PE\,",0,CONFIRMED,Curso Elaboração de Projetos,OPAQUE,2018,11,26,2018-11-26,11:00,2018,11,26,2018-11-26,15:00,04:00:00
539,20181127T110000Z,20181127T150000Z,0ugk9unuicjp8ltqfv4gkt28f9@google.com,20181119T160413Z,20181119T160413Z,"Cine Fundaj-Derby\, R. Henrique Dias\, 609 - Derby\, Recife - PE\,",0,CONFIRMED,Curso Elaboração de Projetos,OPAQUE,2018,11,27,2018-11-27,11:00,2018,11,27,2018-11-27,15:00,04:00:00
540,20181128T110000Z,20181128T150000Z,56291o4l468qm7eeraea1rk08k@google.com,20181119T160423Z,20181119T160423Z,"Cine Fundaj-Derby\, R. Henrique Dias\, 609 - Derby\, Recife - PE\,",0,CONFIRMED,Curso Elaboração de Projetos,OPAQUE,2018,11,28,2018-11-28,11:00,2018,11,28,2018-11-28,15:00,04:00:00
541,20181129T110000Z,20181129T150000Z,68niivncpo5r2h8dl650mbkhep@google.com,20181119T160438Z,20181119T160438Z,"Cine Fundaj-Derby\, R. Henrique Dias\, 609 - Derby\, Recife - PE\,",0,CONFIRMED,Curso Elaboração de Projetos,OPAQUE,2018,11,29,2018-11-29,11:00,2018,11,29,2018-11-29,15:00,04:00:00
542,20181130T110000Z,20181130T150000Z,36dqddmk6onn7v013uth18e4ov@google.com,20181119T161419Z,20181119T161419Z,"Cine Fundaj-Derby\, R. Henrique Dias\, 609 - Derby\, Recife - PE\,",0,CONFIRMED,Curso Elaboração de Projetos,OPAQUE,2018,11,30,2018-11-30,11:00,2018,11,30,2018-11-30,15:00,04:00:00
543,20181123T120000Z,20181123T140000Z,5ks84b7agv5c7ok30sevfo33h9@google.com,20181119T192837Z,20181119T192837Z,"Associação dos Empregados da Fundação Joaquim Nabuco\, R. Dois Irm",0,CONFIRMED,Desdobramentos do PIBIC,OPAQUE,2018,11,23,2018-11-23,12:00,2018,11,23,2018-11-23,14:00,02:00:00
544,20181121T190000Z,20181121T210000Z,08mtq6shelanqq4ip2lr23krro@google.com,20181119T193100Z,20181119T194405Z,"Amai café\, R. Amaro Gomes Poroca\, 154 - loja a - Várzea\, Recife",0,CONFIRMED,Reunião Analytique,OPAQUE,2018,11,21,2018-11-21,19:00,2018,11,21,2018-11-21,21:00,02:00:00
545,20181122T120000Z,20181122T160000Z,0lp4jktpcesql9f3pg6e8i7n8d@google.com,20181121T115412Z,20181121T115412Z,,0,CONFIRMED,Trabalhar Analytique,OPAQUE,2018,11,22,2018-11-22,12:00,2018,11,22,2018-11-22,16:00,04:00:00
546,20181122T190000Z,20181122T200000Z,0l6i65tn56lg25am1vj29u4icn@google.com,20181122T130508Z,20181122T130643Z,"Instituto Federal de Pernambuco - Campus Recife\, Av. Prof. Luís F",0,CONFIRMED,Reunião com Aida IFPE,OPAQUE,2018,11,22,2018-11-22,19:00,2018,11,22,2018-11-22,20:00,01:00:00
547,20181123T220000Z,20181124T010000Z,3dgsis01nr68a6rn7omq36boq9@google.com,20181122T135250Z,20181122T135250Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,APP Dev Cesar,OPAQUE,2018,11,23,2018-11-23,22:00,2018,11,24,2018-11-24,01:00,03:00:00
548,20181124T110000Z,20181124T210000Z,5h72ieju9nd6mfo5p69j0l8ul8@google.com,20181122T140436Z,20181122T140436Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,APP Dev Cesar,OPAQUE,2018,11,24,2018-11-24,11:00,2018,11,24,2018-11-24,21:00,10:00:00
549,20190120T173000Z,20190120T183000Z,68o62opg65ijeb9mcos6ab9kcdij2b9p6opj0b9k6th34p9g71h3cchi6c@google.com,20181123T011406Z,20181123T114146Z,,0,CONFIRMED,Falar com Ioná e Aida IFPE ,OPAQUE,2019,01,20,2019-01-20,17:30,2019,01,20,2019-01-20,18:30,01:00:00
550,20181105T220000Z,20181105T230000Z,07rp4b1iiun9875f80peuohacs@google.com,20181031T231907Z,20181129T222536Z,"Deltaexpresso - Cais do Imperador Recife - PE\, Av. Martins de Bar",0,CONFIRMED,1º Encontro CPRI Alumni,OPAQUE,2018,11,05,2018-11-05,22:00,2018,11,05,2018-11-05,23:00,01:00:00
551,20181208T110000Z,20181208T210000Z,4f68j3m7dl6un47o7fcsem7n4n@google.com,20181122T140258Z,20181130T171027Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",3,CONFIRMED,APP Dev Cesar,OPAQUE,2018,12,08,2018-12-08,11:00,2018,12,08,2018-12-08,21:00,10:00:00
